ubigeo,department,province,district,nib_hogar,idh,monetary_poverty
030604,APURIMAC,CHINCHEROS,HUACCANA,0.133531157,0.357390016,0.39165029
030605,APURIMAC,CHINCHEROS,OCOBAMBA,0.12700661,0.285376849,0.43187387
030606,APURIMAC,CHINCHEROS,ONGOY,0.148448043,0.359504082,0.42968059
030607,APURIMAC,CHINCHEROS,URANMARCA,0.224343675,0.276350961,0.52890897
030608,APURIMAC,CHINCHEROS,RANRACANCHA,0.161319073,0.263905493,0.53886841
030609,APURIMAC,CHINCHEROS,ROCCHACC,0.169426752,0.272222151,0.44772251
030610,APURIMAC,CHINCHEROS,EL PORVENIR,0.123076923,0.276823838,0.53790238
030611,APURIMAC,CHINCHEROS,LOS CHANKAS,0.298360656,0.267014369,0.5657085
030701,APURIMAC,GRAU,CHUQUIBAMBILLA,0.386674969,0.394272557,0.36550437
030702,APURIMAC,GRAU,CURPAHUASI,0.382147838,0.196645433,0.53583463
030703,APURIMAC,GRAU,GAMARRA,0.239795918,0.172592949,0.52995689
030704,APURIMAC,GRAU,HUAYLLATI,0.461038961,0.22447903,0.46964669
030705,APURIMAC,GRAU,MAMARA,0.5,0.306223077,0.3239691
030706,APURIMAC,GRAU,MICAELA BASTIDAS,0.856677524,0.266965875,0.52038908
030707,APURIMAC,GRAU,PATAYPAMPA,0.675675676,0.204867723,0.51920675
030708,APURIMAC,GRAU,PROGRESO,0.478118162,0.329211653,0.4928344
030709,APURIMAC,GRAU,SAN ANTONIO,0.353846154,0.328349403,0.38126225
030710,APURIMAC,GRAU,SANTA ROSA,0.128205128,0.224682014,0.48160119
030711,APURIMAC,GRAU,TURPAY,0.402255639,0.332860429,0.3239691
030712,APURIMAC,GRAU,VILCABAMBA,0.140495868,0.418317349,0.30130696
030713,APURIMAC,GRAU,VIRUNDO,0.267489712,0.310145044,0.41359506
030714,APURIMAC,GRAU,CURASCO,0.538659794,0.238661364,0.53796328
040101,AREQUIPA,AREQUIPA,AREQUIPA,0.024741507,0.700001553,0.00715245
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,0.086248687,0.647492202,0.05226929
040103,AREQUIPA,AREQUIPA,CAYMA,0.079526287,0.648177696,0.06404694
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,0.096145994,0.619093264,0.09087223
040105,AREQUIPA,AREQUIPA,CHARACATO,0.150230191,0.594593328,0.1149163
040106,AREQUIPA,AREQUIPA,CHIGUATA,0.33365019,0.531790471,0.17804566
040107,AREQUIPA,AREQUIPA,JACOBO HUNTER,0.098183713,0.644671841,0.04337154
040108,AREQUIPA,AREQUIPA,LA JOYA,0.332597061,0.612112737,0.1695343
040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,0.107295441,0.647203772,0.06153251
040110,AREQUIPA,AREQUIPA,MIRAFLORES,0.067743558,0.666369364,0.03961676
040111,AREQUIPA,AREQUIPA,MOLLEBAYA,0.199397288,0.600653503,0.07374991
040112,AREQUIPA,AREQUIPA,PAUCARPATA,0.084939169,0.630907216,0.06192393
040113,AREQUIPA,AREQUIPA,POCSI,0.603864734,0.446491437,0.1439765
040114,AREQUIPA,AREQUIPA,POLOBAYA,0.321428571,0.447298657,0.17682058
040115,AREQUIPA,AREQUIPA,QUEQUENA,0.262128007,0.604822764,0.1149163
040116,AREQUIPA,AREQUIPA,SABANDIA,0.122834646,0.626709298,0.1149163
040117,AREQUIPA,AREQUIPA,SACHACA,0.105209694,0.659336029,0.06565752
040118,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,0.322429907,0.563587279,0.1439765
040119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,0.587921847,0.49843678,0.27337288
040120,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,0.573705179,0.569819739,0.22979894
040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,0.168086315,0.575856487,0.1695343
040122,AREQUIPA,AREQUIPA,SOCABAYA,0.097636965,0.645530789,0.04704118
040123,AREQUIPA,AREQUIPA,TIABAYA,0.131706194,0.621247361,0.0744205
040124,AREQUIPA,AREQUIPA,UCHUMAYO,0.180562061,0.650057005,0.06330235
040125,AREQUIPA,AREQUIPA,VITOR,0.430067776,0.644161874,0.1439765
040126,AREQUIPA,AREQUIPA,YANAHUARA,0.016151246,0.71200341,0.0034531
040127,AREQUIPA,AREQUIPA,YARABAMBA,0.261324042,0.636942741,0.12726926
040128,AREQUIPA,AREQUIPA,YURA,0.132635253,0.592889059,0.14126672
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,0.044018059,0.696513391,0.01433882
040201,AREQUIPA,CAMANA,CAMANA,0.115356356,0.623434378,0.05430922
040202,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,0.308333333,0.603319338,0.1830842
040203,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,0.385603113,0.563986374,0.08106226
040204,AREQUIPA,CAMANA,MARISCAL CACERES,0.388059701,0.626847245,0.22336496
040205,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,0.299488055,0.622761426,0.1830842
040206,AREQUIPA,CAMANA,OCONA,0.337936047,0.598295159,0.1374691
040207,AREQUIPA,CAMANA,QUILCA,0.416149068,0.529403867,0.088229936
040208,AREQUIPA,CAMANA,SAMUEL PASTOR,0.313364966,0.644109529,0.1374691
040301,AREQUIPA,CARAVELI,CARAVELI,0.203374778,0.519723323,0.1192252
040302,AREQUIPA,CARAVELI,ACARI,0.243564356,0.622912051,0.1122
040303,AREQUIPA,CARAVELI,ATICO,0.262820513,0.549661781,0.1192252
040304,AREQUIPA,CARAVELI,ATIQUIPA,0.373493976,0.503023267,0.1432448
040305,AREQUIPA,CARAVELI,BELLA UNION,0.359162304,0.677057347,0.1192252
040306,AREQUIPA,CARAVELI,CAHUACHO,0.223255814,0.401782253,0.41516148
040307,AREQUIPA,CARAVELI,CHALA,0.307458143,0.657887654,0.1192252
040308,AREQUIPA,CARAVELI,CHAPARRA,0.453280318,0.67747246,0.1122
040309,AREQUIPA,CARAVELI,HUANUHUANU,0.389349112,0.720897625,0.1432448
040310,AREQUIPA,CARAVELI,JAQUI,0.207939509,0.51448925,0.1432448
040311,AREQUIPA,CARAVELI,LOMAS,0.389721627,0.463412763,0.1432448
040312,AREQUIPA,CARAVELI,QUICACHA,0.333870968,0.485913091,0.16892371
040313,AREQUIPA,CARAVELI,YAUCA,0.283911672,0.556573904,0.07668367
040401,AREQUIPA,CASTILLA,APLAO,0.198635057,0.590557403,0.1335676
040402,AREQUIPA,CASTILLA,ANDAGUA,0.550724638,0.519807441,0.40965186
040403,AREQUIPA,CASTILLA,AYO,0.182608696,0.484174603,0.1931141
040404,AREQUIPA,CASTILLA,CHACHAS,0.421686747,0.480286674,0.3867712
040405,AREQUIPA,CASTILLA,CHILCAYMARCA,0.375,0.505340519,0.39311256
040406,AREQUIPA,CASTILLA,CHOCO,0.772575251,0.310600565,0.39958151
040407,AREQUIPA,CASTILLA,HUANCARQUI,0.230620155,0.567294683,0.12598816
040408,AREQUIPA,CASTILLA,MACHAGUAY,0.28959276,0.420182736,0.1931141
040409,AREQUIPA,CASTILLA,ORCOPAMPA,0.143107989,0.559402494,0.15696346
040410,AREQUIPA,CASTILLA,PAMPACOLCA,0.18543956,0.428464076,0.20922234
040411,AREQUIPA,CASTILLA,TIPAN,0.217142857,0.490602889,0.257727
040412,AREQUIPA,CASTILLA,UNON,0.473684211,0.557611371,0.257727
040413,AREQUIPA,CASTILLA,URACA,0.286684073,0.611226399,0.1335676
040414,AREQUIPA,CASTILLA,VIRACO,0.169429098,0.510185004,0.257727
040501,AREQUIPA,CAYLLOMA,CHIVAY,0.156653565,0.567881111,0.16312763
040502,AREQUIPA,CAYLLOMA,ACHOMA,0.363636364,0.413771289,0.2534294
040503,AREQUIPA,CAYLLOMA,CABANACONDE,0.423592493,0.457090665,0.3387431
040504,AREQUIPA,CAYLLOMA,CALLALLI,0.544444444,0.49999908,0.2956721
040505,AREQUIPA,CAYLLOMA,CAYLLOMA,0.395646607,0.568177029,0.40761881
040506,AREQUIPA,CAYLLOMA,COPORAQUE,0.379487179,0.481377135,0.2534294
040507,AREQUIPA,CAYLLOMA,HUAMBO,0.458471761,0.408962932,0.29062691
040508,AREQUIPA,CAYLLOMA,HUANCA,0.76097561,0.478705779,0.35870925
040509,AREQUIPA,CAYLLOMA,ICHUPAMPA,0.454935622,0.479217444,0.2886934
040510,AREQUIPA,CAYLLOMA,LARI,0.300291545,0.454812898,0.2956721
040511,AREQUIPA,CAYLLOMA,LLUTA,0.689855072,0.424165616,0.28967038
040512,AREQUIPA,CAYLLOMA,MACA,0.409240924,0.421829288,0.2956721
040513,AREQUIPA,CAYLLOMA,MADRIGAL,0.444043321,0.443601894,0.2956721
040514,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,0.611594203,0.48295789,0.2886934
040515,AREQUIPA,CAYLLOMA,SIBAYO,0.544747082,0.487022654,0.3387431
040516,AREQUIPA,CAYLLOMA,TAPAY,0.663366337,0.617236456,0.43075724
040517,AREQUIPA,CAYLLOMA,TISCO,0.774193548,0.535359828,0.47846854
040518,AREQUIPA,CAYLLOMA,TUTI,0.488549618,0.529028233,0.2956721
040519,AREQUIPA,CAYLLOMA,YANQUE,0.513661202,0.556516901,0.24803464
040520,AREQUIPA,CAYLLOMA,MAJES,0.326049082,0.596311211,0.12596769
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,0.235955056,0.57517908,0.14327612
040602,AREQUIPA,CONDESUYOS,ANDARAY,0.497005988,0.665199692,0.2337544
040603,AREQUIPA,CONDESUYOS,CAYARANI,0.455033557,0.625506516,0.42889416
040604,AREQUIPA,CONDESUYOS,CHICHAS,0.55982906,0.595435714,0.38946115
040605,AREQUIPA,CONDESUYOS,IRAY,0.24537037,0.455278803,0.2337544
040606,AREQUIPA,CONDESUYOS,RIO GRANDE,0.600746269,0.637327528,0.1461039
040607,AREQUIPA,CONDESUYOS,SALAMANCA,0.594339623,0.34478033,0.27146444
040608,AREQUIPA,CONDESUYOS,YANAQUIHUA,0.51835206,0.598666635,0.1461039
040701,AREQUIPA,ISLAY,MOLLENDO,0.177904143,0.617213857,0.06391753
040702,AREQUIPA,ISLAY,COCACHACRA,0.26687653,0.626306633,0.1238612
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,0.338142471,0.610636184,0.17831239
040704,AREQUIPA,ISLAY,ISLAY,0.429187192,0.574391159,0.1238612
040705,AREQUIPA,ISLAY,MEJIA,0.177631579,0.675012277,0.04033851
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,0.408670034,0.602354678,0.1238612
040801,AREQUIPA,LA UNION,COTAHUASI,0.197211155,0.52643398,0.18665816
040802,AREQUIPA,LA UNION,ALCA,0.352542373,0.326687052,0.46382311
040803,AREQUIPA,LA UNION,CHARCANA,0.348958333,0.414009875,0.39303624
040804,AREQUIPA,LA UNION,HUAYNACOTAS,0.446601942,0.390579316,0.42179079
040805,AREQUIPA,LA UNION,PAMPAMARCA,0.339901478,0.271927691,0.39978632
040806,AREQUIPA,LA UNION,PUYCA,0.516129032,0.17823565,0.52170944
040807,AREQUIPA,LA UNION,QUECHUALLA,0.632478632,0.364302885,0.2888604
040808,AREQUIPA,LA UNION,SAYLA,0.521367521,0.462934654,0.3314391
040809,AREQUIPA,LA UNION,TAURIA,0.537735849,0.362418017,0.2888604
040810,AREQUIPA,LA UNION,TOMEPAMPA,0.378854626,0.393721498,0.26542994
040811,AREQUIPA,LA UNION,TORO,0.556016598,0.3380516,0.3314391
050101,AYACUCHO,HUAMANGA,AYACUCHO,0.134518705,0.488946628,0.15054646
050102,AYACUCHO,HUAMANGA,ACOCRO,0.32126899,0.218740277,0.51536513
050103,AYACUCHO,HUAMANGA,ACOS VINCHOS,0.309487952,0.254778042,0.45268869
050104,AYACUCHO,HUAMANGA,CARMEN ALTO,0.180218921,0.473229216,0.26660474
050105,AYACUCHO,HUAMANGA,CHIARA,0.362447699,0.308641454,0.51697462
050106,AYACUCHO,HUAMANGA,OCROS,0.31462585,0.221022627,0.52501663
050107,AYACUCHO,HUAMANGA,PACAYCASA,0.322015334,0.330715552,0.31561665
050108,AYACUCHO,HUAMANGA,QUINUA,0.201175702,0.29349756,0.37988189
050109,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,0.367837338,0.278460309,0.53852984
050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,0.15,0.512953167,0.18759879
050111,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,0.336270191,0.327054245,0.46909459
050112,AYACUCHO,HUAMANGA,SOCOS,0.214757709,0.237597654,0.6055301
050113,AYACUCHO,HUAMANGA,TAMBILLO,0.207519884,0.236400694,0.37996694
050114,AYACUCHO,HUAMANGA,VINCHOS,0.497954272,0.178074213,0.58013396
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,0.146951958,0.51201737,0.16283852
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,0.148362507,0.462020453,0.13243211
050201,AYACUCHO,CANGALLO,CANGALLO,0.216489362,0.389557473,0.3500305
050202,AYACUCHO,CANGALLO,CHUSCHI,0.33285612,0.340246554,0.49686077
050203,AYACUCHO,CANGALLO,LOS MOROCHUCOS,0.227380952,0.338905575,0.45977186
050204,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,0.174094708,0.254247442,0.58648859
050205,AYACUCHO,CANGALLO,PARAS,0.32459522,0.257412118,0.63946171
050206,AYACUCHO,CANGALLO,TOTOS,0.174380165,0.290876598,0.49872178
050301,AYACUCHO,HUANCA SANCOS,SANCOS,0.242966752,0.420274806,0.34644506
050302,AYACUCHO,HUANCA SANCOS,CARAPO,0.202034884,0.353692805,0.51580689
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,0.28125,0.368015833,0.45793638
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,0.319444444,0.319957925,0.43949016
050401,AYACUCHO,HUANTA,HUANTA,0.177589071,0.45497216,0.36194279
050402,AYACUCHO,HUANTA,AYAHUANCO,0.44549763,0.242842085,0.53055271
050403,AYACUCHO,HUANTA,HUAMANGUILLA,0.155198777,0.297630425,0.49542142
050404,AYACUCHO,HUANTA,IGUAIN,0.228443449,0.36988785,0.52217517
050405,AYACUCHO,HUANTA,LURICOCHA,0.17218543,0.3642272,0.43564533
050406,AYACUCHO,HUANTA,SANTILLANA,0.232206406,0.268865081,0.59937555
050407,AYACUCHO,HUANTA,SIVIA,0.726161369,0.367077951,0.45787749
050408,AYACUCHO,HUANTA,LLOCHEGUA,0.679608373,0.354394983,0.32096351
050409,AYACUCHO,HUANTA,CANAYRE,0.755198488,0.348069214,0.43483245
050410,AYACUCHO,HUANTA,UCHURACCAY,0.57359924,0.121663676,0.81261671
050411,AYACUCHO,HUANTA,PUCACOLPA,0.53164557,0.186746975,0.78161251
050412,AYACUCHO,HUANTA,CHACA,0.327559055,0.109378863,0.72722171
050501,AYACUCHO,LA MAR,SAN MIGUEL,0.23689384,0.33434555,0.48595298
050502,AYACUCHO,LA MAR,ANCO,0.42173913,0.342094183,0.45927716
050503,AYACUCHO,LA MAR,AYNA,0.472054381,0.393199032,0.38938658
050504,AYACUCHO,LA MAR,CHILCAS,0.251612903,0.256899442,0.44042213
050505,AYACUCHO,LA MAR,CHUNGUI,0.396743787,0.225546495,0.62395542
050506,AYACUCHO,LA MAR,LUIS CARRANZA,0.269146608,0.179017764,0.6362024
050507,AYACUCHO,LA MAR,SANTA ROSA,0.471181556,0.389218059,0.31925593
050508,AYACUCHO,LA MAR,TAMBO,0.290115533,0.260448221,0.54039499
050509,AYACUCHO,LA MAR,SAMUGARI,0.533643522,0.346307212,0.42323311
050510,AYACUCHO,LA MAR,ANCHIHUAY,0.750219877,0.22747298,0.64817398
050511,AYACUCHO,LA MAR,ORONCCOY,0.331444759,0.281399223,0.70349495
050601,AYACUCHO,LUCANAS,PUQUIO,0.163926835,0.467652127,0.34786636
050602,AYACUCHO,LUCANAS,AUCARA,0.415737299,0.348085369,0.49507817
050603,AYACUCHO,LUCANAS,CABANA,0.147651007,0.44608479,0.42702162
050604,AYACUCHO,LUCANAS,CARMEN SALCEDO,0.13050571,0.44204789,0.350453
050605,AYACUCHO,LUCANAS,CHAVINA,0.332307692,0.446498587,0.32446012
050606,AYACUCHO,LUCANAS,CHIPAO,0.326829268,0.311878606,0.39271149
050607,AYACUCHO,LUCANAS,HUAC HUAS,0.540495868,0.339159975,0.48577225
050608,AYACUCHO,LUCANAS,LARAMATE,0.474226804,0.334633149,0.46321004
050609,AYACUCHO,LUCANAS,LEONCIO PRADO,0.640591966,0.306225204,0.389161
050610,AYACUCHO,LUCANAS,LLAUTA,0.350877193,0.437486364,0.27398913
050611,AYACUCHO,LUCANAS,LUCANAS,0.398479913,0.358441154,0.41481291
050612,AYACUCHO,LUCANAS,OCANA,0.633918129,0.380418546,0.50275966
050613,AYACUCHO,LUCANAS,OTOCA,0.679566563,0.37783621,0.43895774
050614,AYACUCHO,LUCANAS,SAISA,0.512690355,0.469977625,0.50023129
050615,AYACUCHO,LUCANAS,SAN CRISTOBAL,0.257028112,0.25077501,0.54556409
050616,AYACUCHO,LUCANAS,SAN JUAN,0.569230769,0.463218425,0.40744316
050617,AYACUCHO,LUCANAS,SAN PEDRO,0.367913148,0.279085214,0.4901561
050618,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,0.520661157,0.270543696,0.350453
050619,AYACUCHO,LUCANAS,SANCOS,0.59141791,0.460789676,0.42278768
050620,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,0.304347826,0.370259365,0.29714467
050621,AYACUCHO,LUCANAS,SANTA LUCIA,0.658314351,0.390754665,0.39630727
050701,AYACUCHO,PARINACOCHAS,CORACORA,0.285638014,0.376537364,0.37181469
050702,AYACUCHO,PARINACOCHAS,CHUMPI,0.310118265,0.30875397,0.37010343
050703,AYACUCHO,PARINACOCHAS,CORONEL CASTANEDA,0.633064516,0.475450428,0.55840313
050704,AYACUCHO,PARINACOCHAS,PACAPAUSA,0.470588235,0.305127594,0.29416076
050705,AYACUCHO,PARINACOCHAS,PULLO,0.379589633,0.398867108,0.37805466
050706,AYACUCHO,PARINACOCHAS,PUYUSCA,0.405660377,0.290798546,0.32122544
050707,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,0.538071066,0.336722433,0.39325269
050708,AYACUCHO,PARINACOCHAS,UPAHUACHO,0.443946188,0.263138482,0.58999703
050801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,0.144863916,0.493326278,0.23525361
050802,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,0.391812865,0.316259964,0.39918399
050803,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,0.485380117,0.289843933,0.3740018
050804,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,0.296987088,0.368456121,0.3214853
050805,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,0.215189873,0.434586401,0.19857407
050806,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,0.585365854,0.421969704,0.39685743
050807,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,0.263473054,0.368826883,0.3214853
050808,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,0.385826772,0.333382439,0.3740018
050809,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,0.488636364,0.355986142,0.3029507
050810,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,0.1875,0.357277996,0.3029507
050901,AYACUCHO,SUCRE,QUEROBAMBA,0.206812652,0.462373557,0.32838765
050902,AYACUCHO,SUCRE,BELEN,0.301470588,0.41245957,0.53497967
050903,AYACUCHO,SUCRE,CHALCOS,0.102272727,0.369842505,0.58364017
050904,AYACUCHO,SUCRE,CHILCAYOC,0.126903553,0.316125801,0.50765457
050905,AYACUCHO,SUCRE,HUACANA,0.299363057,0.423242624,0.43526738
050906,AYACUCHO,SUCRE,MORCOLLA,0.369304556,0.32617949,0.64442539
050907,AYACUCHO,SUCRE,PAICO,0.256198347,0.3264916,0.46972272
050908,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,0.387900356,0.315093151,0.47117162
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,0.315789474,0.315469009,0.45354617
050910,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,0.220408163,0.340897201,0.54993232
050911,AYACUCHO,SUCRE,SORAS,0.289693593,0.370444612,0.42283405
051001,AYACUCHO,VICTOR FAJARDO,HUANCAPI,0.212121212,0.502499281,0.32611348
051002,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,0.306688418,0.280684795,0.52052896
051003,AYACUCHO,VICTOR FAJARDO,APONGO,0.121495327,0.385873578,0.53484127
051004,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,0.153846154,0.41973907,0.449478
051005,AYACUCHO,VICTOR FAJARDO,CANARIA,0.177927928,0.490939926,0.5085634
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,0.151051625,0.329292941,0.59034564
051007,AYACUCHO,VICTOR FAJARDO,COLCA,0.156657963,0.340157891,0.42320098
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,0.175342466,0.261773777,0.63468119
051009,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,0.16872428,0.383499769,0.36235036
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,0.246376812,0.335415751,0.55917583
051011,AYACUCHO,VICTOR FAJARDO,SARHUA,0.177606178,0.23453214,0.70736082
051012,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,0.378378378,0.264440892,0.58111649
051101,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,0.273101555,0.319392646,0.46946494
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,0.148241206,0.214189673,0.41373965
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,0.238505747,0.324700448,0.47288156
051104,AYACUCHO,VILCAS HUAMAN,CONCEPCION,0.312390925,0.192295583,0.55226955
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,0.137417219,0.326992139,0.27591488
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,0.216981132,0.212682962,0.40654191
051107,AYACUCHO,VILCAS HUAMAN,SAURAMA,0.214285714,0.211871243,0.57615286
051108,AYACUCHO,VILCAS HUAMAN,VISCHONGO,0.221686747,0.345431035,0.39958274
060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,0.132500725,0.5458991,0.1974874
060102,CAJAMARCA,CAJAMARCA,ASUNCION,0.183817427,0.222370416,0.5825357
060103,CAJAMARCA,CAJAMARCA,CHETILLA,0.373658537,0.109320609,0.74378962
060104,CAJAMARCA,CAJAMARCA,COSPAN,0.205944798,0.191696578,0.73630185
060105,CAJAMARCA,CAJAMARCA,ENCANADA,0.244606704,0.26601191,0.74909599
060106,CAJAMARCA,CAJAMARCA,JESUS,0.232692308,0.318213143,0.70501191
060107,CAJAMARCA,CAJAMARCA,LLACANORA,0.235576923,0.373296476,0.63634096
060108,CAJAMARCA,CAJAMARCA,LOS BANOS DEL INCA,0.177562679,0.459525285,0.36669142
060109,CAJAMARCA,CAJAMARCA,MAGDALENA,0.220047923,0.317938415,0.54524421
060110,CAJAMARCA,CAJAMARCA,MATARA,0.224306688,0.326331692,0.50188485
060111,CAJAMARCA,CAJAMARCA,NAMORA,0.343434343,0.275038051,0.6778289
060112,CAJAMARCA,CAJAMARCA,SAN JUAN,0.199070488,0.276641902,0.5457969
060201,CAJAMARCA,CAJABAMBA,CAJABAMBA,0.164382059,0.414470992,0.28787015
060202,CAJAMARCA,CAJABAMBA,CACHACHI,0.292922335,0.310674377,0.76856871
060203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,0.227745372,0.249449623,0.55504548
060204,CAJAMARCA,CAJABAMBA,SITACOCHA,0.230235784,0.243203353,0.72224726
060301,CAJAMARCA,CELENDIN,CELENDIN,0.171515305,0.428611653,0.35147289
060302,CAJAMARCA,CELENDIN,CHUMUCH,0.280471822,0.161870353,0.65131207
060303,CAJAMARCA,CELENDIN,CORTEGANA,0.409751037,0.203193586,0.72264025
060304,CAJAMARCA,CELENDIN,HUASMIN,0.28119294,0.198166553,0.76131443
060305,CAJAMARCA,CELENDIN,JORGE CHAVEZ,0.192546584,0.379012702,0.48892668
060306,CAJAMARCA,CELENDIN,JOSE GALVEZ,0.18865598,0.405211723,0.47788223
060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,0.264918626,0.16746653,0.75803568
060308,CAJAMARCA,CELENDIN,OXAMARCA,0.360990712,0.196210096,0.80998207
060309,CAJAMARCA,CELENDIN,SOROCHUCO,0.220379147,0.241500969,0.66234164
060310,CAJAMARCA,CELENDIN,SUCRE,0.181221274,0.353528586,0.53907275
060311,CAJAMARCA,CELENDIN,UTCO,0.288343558,0.142229066,0.66829214
060312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,0.280783101,0.222478618,0.68677194
060401,CAJAMARCA,CHOTA,CHOTA,0.271394477,0.430009257,0.4808033
060402,CAJAMARCA,CHOTA,ANGUIA,0.39335477,0.194495244,0.78712226
060403,CAJAMARCA,CHOTA,CHADIN,0.356138707,0.248172635,0.66695063
060404,CAJAMARCA,CHOTA,CHIGUIRIP,0.349957008,0.188893978,0.69123626
060405,CAJAMARCA,CHOTA,CHIMBAN,0.3232,0.256925573,0.57313483
060406,CAJAMARCA,CHOTA,CHOROPAMPA,0.319508449,0.277547133,0.57256073
060407,CAJAMARCA,CHOTA,COCHABAMBA,0.30103211,0.288933029,0.6400383
060408,CAJAMARCA,CHOTA,CONCHAN,0.266174801,0.209044627,0.70238875
060409,CAJAMARCA,CHOTA,HUAMBOS,0.329482072,0.265127344,0.69520731
060410,CAJAMARCA,CHOTA,LAJAS,0.473801561,0.299703587,0.71060172
060411,CAJAMARCA,CHOTA,LLAMA,0.268282129,0.397637302,0.46883478
060412,CAJAMARCA,CHOTA,MIRACOSTA,0.432671082,0.22482165,0.73618957
060413,CAJAMARCA,CHOTA,PACCHA,0.288,0.278705851,0.56236061
060414,CAJAMARCA,CHOTA,PION,0.299270073,0.334520551,0.39457441
060415,CAJAMARCA,CHOTA,QUEROCOTO,0.413764163,0.312243115,0.55079391
060416,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,0.537974684,0.295467129,0.64294574
060417,CAJAMARCA,CHOTA,TACABAMBA,0.314639782,0.26155434,0.61694068
060418,CAJAMARCA,CHOTA,TOCMOCHE,0.481132075,0.285772621,0.65383911
060419,CAJAMARCA,CHOTA,CHALAMARCA,0.272969374,0.271832438,0.59971932
060501,CAJAMARCA,CONTUMAZA,CONTUMAZA,0.324161651,0.323680166,0.4892452
060502,CAJAMARCA,CONTUMAZA,CHILETE,0.144578313,0.475052866,0.26729719
060503,CAJAMARCA,CONTUMAZA,CUPISNIQUE,0.192825112,0.25519173,0.63711821
060504,CAJAMARCA,CONTUMAZA,GUZMANGO,0.330285714,0.265310656,0.67344987
060505,CAJAMARCA,CONTUMAZA,SAN BENITO,0.303912648,0.367314696,0.53088797
060506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,0.259493671,0.255964923,0.68006417
060507,CAJAMARCA,CONTUMAZA,TANTARICA,0.345413364,0.400542693,0.51352498
060508,CAJAMARCA,CONTUMAZA,YONAN,0.125810636,0.48719474,0.26361603
060601,CAJAMARCA,CUTERVO,CUTERVO,0.205186591,0.384195482,0.46552723
